Sample	Accession	bases_covered_1x	bases_covered_10x	Per_cov_1x	Per_cov_10x	Reads_mapped	Library_Size	Num_MM_reads	percent_MM	unique_reads	percent_mapped	Genome_Length	mean_depth_mapped	max_depth	median_depth	TPM	EffectiveLength	Salmon_TPM	Salmon_read_number	Sequence_length	Sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	JX262162.1	1286	0	26.04	0	22	1104782	0	0	22	0.00199134308850072	4939	1.717	4	2	106.407245662503	5497.289	118.120372	7.05	4939	Human polyomavirus 10 isolate 10ww, complete genome	1208309	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Deltapolyomavirus	Deltapolyomavirus decihominis	unclassified Deltapolyomavirus decihominis subspecies/strain	unclassified Deltapolyomavirus decihominis strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	JX857868.1	1550	59	23.55	0.9	32	1104782	0	0	32	0.00289649903781923	6581	2.07	10	2	116.157066226929	9096.342	132.193308	13.056	6581	Astrovirus VA3 isolate VA3/human/Vellore/28054/2005, complete genome	683174	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	unclassified Astroviridae genus	Astrovirus VA3	unclassified Astrovirus VA3 subspecies/strain	unclassified Astrovirus VA3 strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KC617868.1	3031	281	80.19	7.43	168	1104782	0	0	168	0.0152066199485509	3780	5.38	24	4	1061.70785116586	4309.189	1324.008714	61.946	3780	Parvovirus NIH-CQV putative 15-kDa protein, putative replication associated protein (rep), and putative capsid protein (cap) genes, complete cds	1341019	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified Parvoviridae genus	Parvovirus NIH-CQV	unclassified Parvovirus NIH-CQV subspecies/strain	unclassified Parvovirus NIH-CQV strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KF039910.1	4585	1336	67.51	19.67	623	1104782	104	16.69341894061	519	0.0563912156425431	6792	11.431	94	5	2191.17929972283	9265.339	1234.490817	124.188	6792	Human astrovirus 2 isolate Rus-Nsc05-430, complete genome	12701	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 2	Human astrovirus 2
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KF294380.2	1076	0	3.74	0	20	1104782	0	0	20	0.00181031189863702	28763	1.873	7	1	16.6105250851663	41442.904	2.222388	1	28763	Lucheng Rn rat coronavirus isolate Lucheng-19, complete genome	1508224	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Lucheng Rn rat coronavirus	unclassified Lucheng Rn rat coronavirus subspecies/strain	unclassified Lucheng Rn rat coronavirus strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KF306212.1	3266	424	42.2	5.48	172	1104782	0	0	172	0.0155686823282783	7740	5.156	20	4	530.85392558293	7672.571	593.551633	49.446	7740	Norovirus Hu/GI.2/Jingzhou/2013401/CHN, complete genome	1406147	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GI.2/Jingzhou/2013401/CHN	Norovirus Hu/GI.2/Jingzhou/2013401/CHN
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KF306213.1	2453	321	32.37	4.24	196	1104782	74	37.7551020408163	122	0.0177410566066428	7578	5.27	39	2	617.858488208161	7740.537	250.362272	21.041	7578	Norovirus Hu/GII.3/Jingzhou/2013402/CHN, complete genome	1406148	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GII.3/Jingzhou/2013402/CHN	Norovirus Hu/GII.3/Jingzhou/2013402/CHN
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KF374704.1	2896	566	42.71	8.35	217	1104782	20	9.21658986175115	197	0.0196418841002116	6780	6.783	57	3	764.570587509929	6732.896	630.153251	46.066	6780	Feline astrovirus Viseu, complete genome	1413815	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Feline astrovirus 2	Feline astrovirus Viseu	Feline astrovirus Viseu
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KF499111.1	2103	313	30.95	4.61	180	1104782	56	31.1111111111111	124	0.0162928070877331	6795	5.63	39	4	632.806004006142	6745.412	271.391089	19.876	6795	Feline astrovirus 2 strain 1637F, complete genome	1389204	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Feline astrovirus 2	unclassified Feline astrovirus 2 subspecies/strain	unclassified Feline astrovirus 2 strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KJ196295.1	4684	700	62.1	9.28	283	1104782	14	4.9469964664311	269	0.0256159133657138	7543	5.813	72	3	896.251457284717	7663.309	995.757964	82.851	7543	Norovirus GII/Hu/JP/2010/GII.P7_GII.7/Musashimurayama/TAKAsanKimchi, complete genome	1529923	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII/Hu/JP/2010/GII.P7_GII.7/Musashimurayama/TAKAsanKimchi	Norovirus GII/Hu/JP/2010/GII.P7_GII.7/Musashimurayama/TAKAsanKimchi
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KJ206566.1	2161	37	76.2	1.3	80	1104782	0	0	80	0.00724124759454806	2836	3.638	12	3	673.862528948713	3177.268	849.389595	29.302	2836	Human circovirus VS6600022, complete genome	1525173	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Circovirus	Human circovirus VS6600022	unclassified Human circovirus VS6600022 subspecies/strain	unclassified Human circovirus VS6600022 strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KJ417134.1	2686	1418	90.13	47.58	385	1104782	0	0	385	0.0348485040487626	2980	13.946	47	10	3086.25646333029	3028.084	3394.807064	111.613	2980	Porcine stool-associated circular virus 4 isolate CP2, complete genome	1475062	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Porcine stool-associated circular virus 4	unclassified Porcine stool-associated circular virus 4 subspecies/strain	unclassified Porcine stool-associated circular virus 4 strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KM023140.1	6456	886	80.72	11.08	361	1104782	0	0	361	0.0326761297703981	7998	5.452	25	4	1078.23481133967	7773.429	1257.103758	106.1	7998	Salivirus FHB, complete genome	1547495	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Salivirus	Salivirus FHB	unclassified Salivirus FHB subspecies/strain	unclassified Salivirus FHB strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KP298674.1	6842	3152	92.1	42.43	1259	1104782	221	17.5536139793487	1038	0.1139591340192	7429	15.573	168	8	4048.39536329263	7147.438	2336.507904	181.321	7429	Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR, complete genome	1652048	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR	Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KP404149.1	1535	262	23.2	3.96	94	1104782	0	0	94	0.00850846592359398	6617	5.992	25	4	339.355010611425	8479.393	165.454948	15.233	6617	Canine astrovirus strain Gillingham/2012/UK, complete genome	1157338	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Canine astrovirus	unclassified Canine astrovirus subspecies/strain	unclassified Canine astrovirus strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KP714074.1	1211	0	12.37	0	32	1104782	0	0	32	0.00289649903781923	9786	2.609	7	2	78.1146181115287	14110.757	13.054184	2	9786	La Jolla virus putative polyprotein gene, complete cds	1654357	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	unclassified Iflaviridae genus	La Jolla virus	unclassified La Jolla virus subspecies/strain	unclassified La Jolla virus strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KR075943.1	1096	0	20.61	0	28	1104782	0	0	28	0.00253443665809182	5318	2.535	8	2	125.775845474707	6261.59	279.47247	19	5318	Rattus norvegicus polyomavirus 1 isolate 3690, complete genome	1679933	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus ranorvegicus	Rattus norvegicus polyomavirus 1	Rattus norvegicus polyomavirus 1
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KR816182.1	2680	0	35.41	0	57	1104782	0	0	57	0.0051593889111155	7569	2.097	8	2	179.896990239162	10017.091	240.131754	26.117	7569	Human papillomavirus type 195 isolate ACS380, complete genome	1851220	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus type 195	Human papillomavirus type 195
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KT327081.1	7367	7200	99.01	96.76	6459	1104782	160	2.47716364762347	6299	0.584640227664824	7441	84.519	639	49	20735.8349335179	7243.67	20045.066974	1576.508	7441	Sapovirus Hu/G1/Zhejiang1/China/2014, complete genome	1807764	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/G1/Zhejiang1/China/2014	Sapovirus Hu/G1/Zhejiang1/China/2014
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KT454512.1	1558	0	29.89	0	28	1104782	0	0	28	0.00253443665809182	5212	1.791	4	2	128.333834657424	7005.705	92.027213	7	5212	Rat bocavirus strain HK1S, complete genome	1788315	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Rodent bocaparvovirus 1	Rat bocavirus	Rat bocavirus
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KU727766.1	5158	4580	99.85	88.66	1460	1104782	0	0	1460	0.132152768600502	5166	27.885	88	25	6751.27814765748	6144.095	7067.041013	471.439	5166	Parus major densovirus isolate PmDNV-JL, complete genome	1907771	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified Parvoviridae genus	Parus major densovirus	unclassified Parus major densovirus subspecies/strain	unclassified Parus major densovirus strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KX384958.1	8295	298	23.53	0.85	320	1104782	71	22.1875	249	0.0289649903781923	35250	3.271	14	2	216.859475982814	39961.536	213.862531	92.791	35250	Human adenovirus B3 strain T382/Ft Jackson South Carolina USA/2002, complete genome	45659	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	Human adenovirus B3	Human adenovirus B3
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KX396056.1	1165	78	15.03	1.01	59	1104782	17	28.8135593220339	42	0.0053404201009792	7753	3.564	15	2	181.789910024852	7814.029	61.527932	5.22	7753	Primate norovirus strain SimianNoV-nj, complete genome	1903318	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Primate norovirus	unclassified Primate norovirus subspecies/strain	unclassified Primate norovirus strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KX868289.2	3969	106	11.79	0.31	149	1104782	30	20.1342281879195	119	0.0134868236448458	33676	3.006	17	2	105.694725354364	41572.874	101.130831	45.648	33676	Human adenovirus 12 isolate GyK010, complete genome	28282	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus A	Human adenovirus 12	Human adenovirus 12
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KY040274.1	2460	189	1.28	0.1	2011	1104782	1910	94.977623073098	101	0.182026861407952	192183	12.773	256	2	249.968134515682	112195.022	43.579926	53.087	192183	Molluscum contagiosum virus subtype 2 isolate Madrid 2016_1, complete genome	10281	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus	Molluscum contagiosum virus subtype 2	Molluscum contagiosum virus subtype 2
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KY040275.1	3197	127	1.7	0.07	262	1104782	173	66.030534351145	89	0.0237150858721449	188253	3.187	14	2	33.246576589073	121961.747	17.374533	23.007	188253	Molluscum contagiosum virus subtype 1 isolate Madrid 2016_3, complete genome	10280	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus	Molluscum contagiosum virus subtype 1	Molluscum contagiosum virus subtype 1
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KY316160.1	33927	33614	99.29	98.38	46351	1104782	2434	5.25123514055792	43917	4.19548834068622	34169	129.684	773	103	32405.176145373	38440.8	28710.649579	11982.995	34169	Human adenovirus 41 isolate SH/2015/D16, complete genome	10524	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus F	Human adenovirus 41	Human adenovirus 41
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KY489985.1	892	95	17.15	1.83	32	1104782	0	0	32	0.00289649903781923	5200	3.562	19	2	147.005702469119	4804	0	0	5200	Porcine bocavirus 1 isolate JOA_011, complete genome	1048219	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 2	Porcine bocavirus 1	Porcine bocavirus 1
UF2_HybCap_S152716_trimmed_host_filtered_mapped	KY934262.1	5149	627	66.2	8.06	336	1104782	43	12.797619047619	293	0.0304132398971019	7778	5.723	47	4	1031.95054703187	8016.034	632.718736	55.068	7778	Norovirus GI isolate 0304-19, complete genome	122928	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GI	Norovirus GI
UF2_HybCap_S152716_trimmed_host_filtered_mapped	L19443.1	30549	10803	89.29	31.57	4612	1104782	1286	27.8837814397225	3326	0.417457923825696	34214	11.705	175	7	3220.1269572538	38093.41	2255.813255	933.003	34214	Human adenovirus F, complete genome	130309	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus F	unclassified Human mastadenovirus F subspecies/strain	unclassified Human mastadenovirus F strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	LN827554.1	14801	159	8.93	0.1	627	1104782	490	78.1499202551834	137	0.0567532780222705	165750	2.356	11	2	90.3652700471939	158880.93	24.251911	41.836	165750	Human herpesvirus 4 genome assembly AFB1b, segment : I	10376	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Lymphocryptovirus	Human gammaherpesvirus 4	unclassified Human gammaherpesvirus 4 subspecies/strain	unclassified Human gammaherpesvirus 4 strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	LN854563.1	1205	90	15.66	1.17	49	1104782	10	20.4081632653061	39	0.00443526415166069	7697	3.266	15	2	152.076511096578	8300.514	178.261028	16.065	7697	Norovirus GI/Hu/NL/2011/GI.4/Groningen, complete genome	1665644	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GI/Hu/NL/2011/GI.4/Groningen	Norovirus GI/Hu/NL/2011/GI.4/Groningen
UF2_HybCap_S152716_trimmed_host_filtered_mapped	LN854568.1	6481	2741	85.84	36.3	1234	1104782	4	0.324149108589951	1230	0.111696244145904	7550	18.679	135	6	3904.4130447179	7437.917	2547.758936	205.75	7550	Norovirus GII/Hu/NL/2014/GII.6/Groningen, complete genome	1665649	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII/Hu/NL/2014/GII.6/Groningen	Norovirus GII/Hu/NL/2014/GII.6/Groningen
UF2_HybCap_S152716_trimmed_host_filtered_mapped	LT594108.1	1979	62	1.31	0.04	107	1104782	66	61.6822429906542	41	0.00968516865770804	151216	3.553	17	2	16.9033809364208	58312.985	52.148818	33.017	151216	Human herpesvirus 1 isolate 1319_2005 genome assembly, complete genome: monopartite	10298	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Human alphaherpesvirus 1	unclassified Human alphaherpesvirus 1 subspecies/strain	unclassified Human alphaherpesvirus 1 strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	M12737.1	3911	228	51.1	2.98	124	1104782	3	2.41935483870968	121	0.0112239337715495	7654	3.074	19	2	387.008741148779	10420.801	301.070519	34.064	7654	Human papillomavirus type 8, complete genome	10579	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus type 8	Human papillomavirus type 8
UF2_HybCap_S152716_trimmed_host_filtered_mapped	M17463.1	3524	513	45.49	6.62	155	1104782	0	0	155	0.0140299172144369	7746	4.356	20	2	478.01525057332	9889.225	299.30523	32.137	7746	Human papillomoavirus type 5, complete genome	333923	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus 5	Human papillomavirus 5
UF2_HybCap_S152716_trimmed_host_filtered_mapped	M19296.1	4691	3764	88.13	70.71	1266	1104782	5	0.394944707740916	1261	0.114592743183723	5323	26.33	139	20	5681.52322758962	5026.088	9065.525461	494.713	5323	Canine parvovirus strain CPV-N, complete cds	10788	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Carnivore protoparvovirus 1	Canine parvovirus	Canine parvovirus
UF2_HybCap_S152716_trimmed_host_filtered_mapped	M32305.1	1373	0	17.77	0	34	1104782	0	0	34	0.00307753022768293	7726	2.421	6	2	105.126392200606	10321.835	44.61523	5	7726	Human papillomavirus type 47 (HPV-47) +-sense strand	10594	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	human papillomavirus 47	human papillomavirus 47
UF2_HybCap_S152716_trimmed_host_filtered_mapped	M55918.1	766	0	33.03	0	20	1104782	0	0	20	0.00181031189863702	2319	2.578	6	2	206.023515750167	1971.121	186.90325	4	2319	Chicken anemia virus ORF1 (Cux-1), ORF2 (Cux-1), and ORF3 (Cux-1) genes, complete cds	12618	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Gyrovirus	Chicken anemia virus	unclassified Chicken anemia virus subspecies/strain	unclassified Chicken anemia virus strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	MF118167.1	3081	1927	78.5	49.1	3011	1104782	0	0	3011	0.272542456339803	3925	96.081	1181	23	18325.6185087539	2391.298	28293.562045	734.601	3925	Human fecal virus Jorvi2, complete genome	2017081	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Human fecal virus Jorvi2	unclassified Human fecal virus Jorvi2 subspecies/strain	unclassified Human fecal virus Jorvi2 strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	MF588677.1	1699	0	22.5	0	40	1104782	0	0	40	0.00362062379727403	7550	2.37	7	2	126.561200801228	9674.754	19.0397	2	7550	Betapapillomavirus 1 isolate Beta01_HIVGc36, complete genome	337051	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	unclassified Betapapillomavirus 1 subspecies/strain	unclassified Betapapillomavirus 1 strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	MF588705.1	1354	0	18.55	0	30	1104782	0	0	30	0.00271546784795552	7298	2.228	5	2	98.1985200790567	8553.531	32.303225	3	7298	Gammapapillomavirus 8 isolate Gamma08_EV07c390, complete genome	1175850	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 8	unclassified Gammapapillomavirus 8 subspecies/strain	unclassified Gammapapillomavirus 8 strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	MF588720.1	1133	0	15.86	0	28	1104782	0	0	28	0.00253443665809182	7142	2.422	6	2	93.6538709373414	8602.838	74.970476	7.003	7142	Gammapapillomavirus 12 isolate Gamma12_w34c11a, complete genome	1513257	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 12	unclassified Gammapapillomavirus 12 subspecies/strain	unclassified Gammapapillomavirus 12 strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	MF588745.1	1035	0	14.39	0	30	1104782	0	0	30	0.00271546784795552	7193	2.922	7	2	99.6319754673927	8335.442	121.669182	11.011	7193	Gammapapillomavirus 23 isolate Gamma23_m090c10, complete genome	1961680	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 23	unclassified Gammapapillomavirus 23 subspecies/strain	unclassified Gammapapillomavirus 23 strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	MF588754.1	1184	0	16.29	0	28	1104782	0	0	28	0.00253443665809182	7270	2.378	4	2	92.0049444614157	8388.256	10.983499	1	7270	Gammapapillomavirus sp. isolate Gammai915_ga2c70, complete genome	2049444	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus sp.	unclassified Gammapapillomavirus sp. subspecies/strain	unclassified Gammapapillomavirus sp. strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	MF684776.1	2075	173	30.5	2.54	118	1104782	45	38.135593220339	73	0.0106808402019584	6803	3.931	20	2	414.351660274197	8927.483	277.451421	26.893	6803	Human astrovirus 5 isolate 2013/Fuzhou/85, complete genome	35741	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 5	Human astrovirus 5
UF2_HybCap_S152716_trimmed_host_filtered_mapped	MF944258.1	3739	521	49.96	6.96	169	1104782	0	0	169	0.0152971355434828	7484	4.403	23	3	539.436678789175	7235.312	483.72262	38	7484	Sapovirus sp. strain 20151018, complete genome	1906670	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapovirus sp.	unclassified Sapovirus sp. subspecies/strain	unclassified Sapovirus sp. strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	MF947441.1	8185	7631	99.28	92.56	3605	1104782	69	1.91400832177531	3536	0.326308719729322	8244	42.637	151	38	10446.1157299479	7617.395	10631.543788	879.291	8244	Kobuvirus sp. strain 16317x87 polyprotein gene, complete cds	2094719	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Kobuvirus sp.	unclassified Kobuvirus sp. subspecies/strain	unclassified Kobuvirus sp. strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	MG012448.1	1482	101	19.9	1.36	46	1104782	0	0	46	0.00416371736686514	7447	3.049	16	2	147.558429697417	7325.34	152.291339	12.112	7447	Sapovirus GII.5 strain Hu/GT/2014/GII.5/SantaRosa3812 ORF1 polyprotein and ORF2 protein genes, complete cds	1697443	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus GII.5	Sapovirus GII.5
UF2_HybCap_S152716_trimmed_host_filtered_mapped	MH355567.1	4295	0	12.2	0	188	1104782	98	52.1276595744681	90	0.017016931847188	35217	2.694	6	2	127.524326615884	40012.038	125.669249	54.595	35217	Human adenovirus 7 strain BJ/CHN/2018, complete genome	10519	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	Human adenovirus 7	Human adenovirus 7
UF2_HybCap_S152716_trimmed_host_filtered_mapped	MN116648.1	1495	17	17.12	0.19	48	1104782	0	0	48	0.00434474855672884	8731	3.069	10	2	131.330257617584	8619.241	10.685651	1	8731	Rosavirus B strain rat08/rRoB/HUN, complete genome	1902501	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Rosavirus	Rosavirus B	unclassified Rosavirus B subspecies/strain	unclassified Rosavirus B strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	NC_001356.1	5903	659	75.53	8.43	307	1104782	0	0	307	0.0277882876440782	7815	5.088	21	4	938.419319504566	9985.459	946.383104	102.604	7815	Human papillomavirus - 1, complete genome	334203	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Mupapillomavirus	Mupapillomavirus 1	unclassified Mupapillomavirus 1 subspecies/strain	unclassified Mupapillomavirus 1 strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	NC_001526.4	1398	871	17.68	11.02	307	1104782	0	0	307	0.0277882876440782	7906	21.637	71	16	927.617882864683	8949.458	1411.307456	137.135	7906	Human papillomavirus type 16, complete genome	333760	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 9	Human papillomavirus type 16	Human papillomavirus type 16
UF2_HybCap_S152716_trimmed_host_filtered_mapped	NC_001716.2	5385	0	3.52	0	115	1104782	11	9.56521739130435	104	0.0104092934171628	153080	1.973	6	2	17.9459698516571	150647.381	28.747866	47.022	153080	Human herpesvirus 7, complete genome	10372	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human betaherpesvirus 7	unclassified Human betaherpesvirus 7 subspecies/strain	unclassified Human betaherpesvirus 7 strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	NC_002017.1	1756	1750	98.76	98.43	2247	1104782	0	0	2247	0.203388541811869	1778	126.211	509	98	30189.704547423	1882.245	33330.061514	681.149	1778	Influenza A virus (A/Puerto Rico/8/1934(H1N1)) segment 4, complete sequence	211044	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Influenza A virus (A/Puerto Rico/8/1934(H1N1))
UF2_HybCap_S152716_trimmed_host_filtered_mapped	NC_006998.1	194455	191818	99.87	98.51	910627	1104782	442684	48.6130984475532	467943	82.4259446660065	194711	278.689	1254	244	111721.712158693	180657.274	124119.839833	243459.438	194711	Vaccinia virus, complete genome	10245	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Vaccinia virus	unclassified Vaccinia virus subspecies/strain	unclassified Vaccinia virus strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	NC_009334.1	26072	649	15.09	0.38	2501	1104782	2227	89.0443822471012	274	0.226379502924559	172764	2.742	22	2	345.818313159749	141574.02	160.467364	246.661	172764	Human herpesvirus 4, complete genome	12509	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Lymphocryptovirus	Human gammaherpesvirus 4	Human herpesvirus 4 type 2	Human herpesvirus 4 type 2
UF2_HybCap_S152716_trimmed_host_filtered_mapped	NC_012042.1	3978	2792	76.56	53.73	2928	1104782	599	20.457650273224	2329	0.265029661960459	5196	61.297	449	33	13461.3766810637	7026.197	8078.883792	616.313	5196	Human bocavirus 2c PK isolate PK-5510, complete genome	1511882	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 2	Human bocavirus 2c PK	Human bocavirus 2c PK
