Sample	Accession	bases_covered_1x	bases_covered_10x	Per_cov_1x	Per_cov_10x	Reads_mapped	Library_Size	Num_MM_reads	percent_MM	unique_reads	percent_mapped	Genome_Length	mean_depth_mapped	max_depth	median_depth	TPM	EffectiveLength	Salmon_TPM	Salmon_read_number	Sequence_length	Sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain	Sampleshort	Experiment	Replicate	Replicate2	WWTP	Method
2223	PEG3_HybCap	MG012443.1	1719	11	23.14	0.15	49	1736190	0	0	49	0.00282227175597141	7430	2.813	11	2	13.4124955509253	7558.542	7.37398	9	7430	Sapovirus GI.6 strain Hu/US/2015/GI.6/Nashville9367 ORF1 polyprotein and ORF2 protein genes, complete cds	1697444	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus GI.6	Sapovirus GI.6	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2224	PEG3_HybCap	MG012444.1	3919	29	52.37	0.39	145	1736190	24	16.55	121	0.00835162050236437	7483	3.128	11	2	39.4089243967669	7686.846	14.05592	17.447	7483	Sapovirus GII.1 strain Hu/US/2015/GII.1/Nashville9343 ORF1 polyprotein and ORF2 protein genes, complete cds	1398548	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus GII.1	Sapovirus GII.1	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2225	PEG3_HybCap	MG012448.1	5900	2668	79.23	35.83	809	1736190	44	5.44	765	0.0465962826649157	7447	12.872	66	8	220.937528965753	7847.825	83.539396	105.863	7447	Sapovirus GII.5 strain Hu/GT/2014/GII.5/SantaRosa3812 ORF1 polyprotein and ORF2 protein genes, complete cds	1697443	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus GII.5	Sapovirus GII.5	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2226	PEG3_HybCap	MG026495.1	3097	333	40.73	4.38	203	1736190	80	39.41	123	0.0116922687033101	7603	3.969	21	2	54.3016932481138	4697.235	25.167168	19.089	7603	Salivirus sp. isolate ETH_P14_2016 polyprotein gene, complete cds	2039694	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Salivirus	Salivirus sp.	unclassified Salivirus sp. subspecies/strain	unclassified Salivirus sp. strain	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2227	PEG3_HybCap	MG026728.1	1933	101	36.25	1.89	56	1736190	0	0	56	0.0032254534353959	5333	2.913	20	2	21.3559437343494	5213.355	4.751957	4	5333	Bovine parvovirus 3 isolate ujs497 nonstructural protein and structural protein genes, complete cds	172297	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Erythroparvovirus	Ungulate erythroparvovirus 1	Bovine parvovirus 3	Bovine parvovirus 3	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2228	PEG3_HybCap	MK073887.1	3148	473	40.93	6.15	1071	1736190	355	33.15	716	0.0616867969519465	7691	24.405	563	2	283.21026092346	7778.844	114.09699	143.315	7691	Norovirus GI.3 isolate Hu/USA/2016/GI.Pd-GI.3/BayCity-0088 nonstructural polyprotein (ORF1), VP1 (ORF2), and VP2 (ORF3) genes, complete cds	647516	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GI.3	Norovirus GI.3	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2229	PEG3_HybCap	MK250985.1	4948	1169	66.49	15.71	723	1736190	383	52.97	340	0.041642907746272	7442	7.396	54	4	197.583628290233	7315.849	102.61334	121.219	7442	Sapovirus GI isolate BRA/TO-66, complete genome	515176	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus GI	Sapovirus GI	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2230	PEG3_HybCap	MN116648.1	2977	124	34.1	1.42	129	1736190	24	18.6	105	0.00743006237796555	8731	3.553	17	3	30.0488632124692	8688.85	4.989227	7	8731	Rosavirus B strain rat08/rRoB/HUN, complete genome	1902501	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Rosavirus	Rosavirus B	unclassified Rosavirus B subspecies/strain	unclassified Rosavirus B strain	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2231	PEG3_HybCap	MN306034.1	3176	23	44.34	0.32	77	1736190	0	0	77	0.00443499847366936	7163	2.418	11	2	21.8624132222557	6185.494	24.028926	24	7163	Rhinovirus B14 strain SC0641, complete genome	12131	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus B	rhinovirus B14	rhinovirus B14	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2232	PEG3_HybCap	MN369037.1	1047	105	14.66	1.47	45	1736190	0	0	45	0.0025918822248717	7144	4.2	13	4	12.8107156782111	6186.454	7.007349	7	7144	Rhinovirus A41 strain SC9861, complete genome	185909	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	rhinovirus A41	rhinovirus A41	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2233	PEG3_HybCap	NC_001356.1	7339	1997	93.91	25.55	557	1736190	0	0	557	0.0320817422056342	7815	7.513	27	6	144.953443697911	6728.456	175.047114	190.184	7815	Human papillomavirus - 1, complete genome	334203	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Mupapillomavirus	Mupapillomavirus 1	unclassified Mupapillomavirus 1 subspecies/strain	unclassified Mupapillomavirus 1 strain	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2234	PEG3_HybCap	NC_001526.4	1378	964	17.43	12.19	288	1736190	0	0	288	0.0165880462391789	7906	20.353	78	17	74.086316462547	5864.926	89.043981	84.328	7906	Human papillomavirus type 16, complete genome	333760	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 9	Human papillomavirus type 16	Human papillomavirus type 16	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2235	PEG3_HybCap	NC_001716.2	16018	67	10.46	0.04	416	1736190	75	18.03	341	0.0239605112343695	153080	2.274	10	2	5.52684394026918	111820.858	8.806017	159.003	153080	Human herpesvirus 7, complete genome	10372	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human betaherpesvirus 7	unclassified Human betaherpesvirus 7 subspecies/strain	unclassified Human betaherpesvirus 7 strain	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2236	PEG3_HybCap	NC_002017.1	1769	1760	99.49	98.99	63208	1736190	0	0	63208	3.64061537043757	1778	3530.607	10225	2942	72300.7191014535	1471.524	74587.786131	17723.014	1778	Influenza A virus (A/Puerto Rico/8/1934(H1N1)) segment 4, complete sequence	211044	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2237	PEG3_HybCap	NC_004291.1	6671	4870	99.87	72.9	1139	1736190	0	0	1139	0.0656034189806415	6680	16.864	54	15	346.776441932982	6580.306	379.516363	403.254	6680	Lymphocytic choriomeningitis virus segment L, complete sequence	11623	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Mammarenavirus	Lymphocytic choriomeningitis mammarenavirus	unclassified Lymphocytic choriomeningitis mammarenavirus subspecies/strain	unclassified Lymphocytic choriomeningitis mammarenavirus strain	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2238	PEG3_HybCap	NC_004294.1	3330	2819	98.64	83.5	1448	1736190	0	0	1448	0.0834010102580939	3376	42.863	116	36	872.305174182746	3051.487	2332.372615	1149.243	3376	Lymphocytic choriomeningitis virus segment S, complete sequence	11623	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Mammarenavirus	Lymphocytic choriomeningitis mammarenavirus	unclassified Lymphocytic choriomeningitis mammarenavirus subspecies/strain	unclassified Lymphocytic choriomeningitis mammarenavirus strain	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2239	PEG3_HybCap	NC_006998.1	194534	191906	99.91	98.56	496484	1736190	278457	56.09	218027	28.5961789896267	194711	131.883	521	123	5185.81589600395	122535.865	6286.028447	124377.577	194711	Vaccinia virus, complete genome	10245	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Vaccinia virus	unclassified Vaccinia virus subspecies/strain	unclassified Vaccinia virus strain	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2240	PEG3_HybCap	NC_007378.1	4487	3160	40.35	28.42	43034	1736190	21265	49.41	21769	2.4786457703362	11119	509.342	6476	40	7871.33343769203	11550.702	8063.856312	15040.203	11119	influenza A H2N2 all segments	488241	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/Korea/426/1968(H2N2))	Influenza A virus (A/Korea/426/1968(H2N2))	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2241	PEG3_HybCap	NC_007455.1	1339	0	25.27	0	29	1736190	0	0	29	0.00167032410047287	5299	2.125	5	2	11.1302880264581	4732.291	11.786705	9.007	5299	Primate bocaparvovirus 1 isolate st2, complete genome	1511871	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 1	unclassified Primate bocaparvovirus 1 subspecies/strain	unclassified Primate bocaparvovirus 1 strain	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2242	PEG3_HybCap	NC_009334.1	55900	2101	32.36	1.22	6175	1736190	5688	92.11	487	0.355663838635172	172764	3.046	23	2	72.6919025789503	101643.365	45.300122	743.5	172764	Human herpesvirus 4, complete genome	12509	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Lymphocryptovirus	Human gammaherpesvirus 4	Human herpesvirus 4 type 2	Human herpesvirus 4 type 2	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2243	PEG3_HybCap	NC_012042.1	4006	2941	77.1	56.6	4403	1736190	886	20.12	3517	0.253601276358002	5196	90.593	428	58	1723.38325036794	4781.39	981.854573	758.061	5196	Human bocavirus 2c PK isolate PK-5510, complete genome	1511882	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 2	Human bocavirus 2c PK	Human bocavirus 2c PK	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2244	PEG3_HybCap	NC_012564.1	5236	5226	99.89	99.69	4886	1736190	425	8.7	4461	0.281420812238292	5242	85.217	257	78	1895.65268644671	4796.85	1743.532149	1350.482	5242	Human bocavirus 3, complete genome	638313	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 1	Human bocavirus 3	Human bocavirus 3	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2245	PEG3_HybCap	NC_012800.1	1412	83	18.5	1.09	52	1736190	0	0	52	0.00299506390429619	7632	3.7	13	3	13.8569390457352	6687.459	9.264732	10.005	7632	Cosavirus A strain HCoSV-A1 polyprotein gene, complete cds	1330491	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Cosavirus A	unclassified Cosavirus A subspecies/strain	unclassified Cosavirus A strain	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2246	PEG3_HybCap	NC_039475.1	6860	2307	90.79	30.53	1070	1736190	2	0.19	1068	0.0616291995691716	7556	15.326	165	6	288.001104351214	7865.541	416.387421	528.845	7556	Norovirus GII.17, complete genome	552592	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17	Norovirus GII.17	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2247	PEG3_HybCap	NC_039476.1	7427	6953	98.55	92.26	11665	1736190	3873	33.2	7792	0.67187347006952	7536	116.356	641	73	3148.08302804895	8055.59	2726.33399	3546.328	7536	Norovirus GII.2 strain Env/CHN/2016/GII.P16-GII.2/BJSMQ, complete genome	490039	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	Norovirus GII.2	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2248	PEG3_HybCap	NC_039477.1	7555	7530	99.84	99.51	48854	1736190	7970	16.31	40884	2.81386253808627	7567	563.261	3218	193	13130.4230460987	8056.441	16115.444521	20964.67	7567	Norovirus GII, complete genome	122929	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII	Norovirus GII	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2249	PEG3_HybCap	NC_039897.1	4676	2432	60.37	31.4	1645	1736190	477	29	1168	0.0947476946647544	7745	25.947	308	10	431.96325475778	8001.45	376.970997	487.056	7745	Norovirus GI/Hu/JP/2007/GI.P3_GI.3/Shimizu/KK2866, complete genome	1529909	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GI/Hu/JP/2007/GI.P3_GI.3/Shimizu/KK2866	Norovirus GI/Hu/JP/2007/GI.P3_GI.3/Shimizu/KK2866	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2250	PEG3_HybCap	NC_040876.1	5531	2215	73.54	29.45	1479	1736190	582	39.35	897	0.0851865291241166	7521	17.14	279	6	399.940062340416	8354.571	379.748661	512.298	7521	Norovirus GII.P7_GII.6, complete genome	122929	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII	Norovirus GII	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2251	PEG3_HybCap	NC_044854.1	3645	1189	47.38	15.46	1132	1736190	205	18.11	927	0.065200237301217	7693	25.645	234	4	299.262995726038	8193.037	301.320319	398.635	7693	Norovirus GI strain Hu/JP/2000/GI.6[PNA1]/WUG1, complete genome	122928	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GI	Norovirus GI	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2252	PEG3_HybCap	NC_045512.2	26477	5807	88.54	19.42	2163	1736190	1	0.05	2162	0.124583138942166	29903	8.052	169	5	147.110639450905	26636.03	324.539768	1395.854	29903	Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome	2697049	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome coronavirus 2	Severe acute respiratory syndrome coronavirus 2	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2253	PEG3_HybCap	U31778.1	2143	101	27.63	1.3	72	1736190	0	0	72	0.00414701155979472	7757	3.364	16	2	18.8773500693856	6825.687	16.343135	18.013	7757	Human papillomavirus type 20, complete genome	31547	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	human papillomavirus 20	human papillomavirus 20	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2254	PEG3_HybCap	U31779.1	2860	0	36.77	0	63	1736190	0	0	63	0.00362863511482038	7779	2.195	7	2	16.4709672100779	6736.962	13.802795	15.015	7779	Human papillomavirus type 21, complete genome	31548	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	human papillomavirus 21	human papillomavirus 21	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2255	PEG3_HybCap	U31781.1	3852	177	52.59	2.42	113	1736190	0	0	113	0.00650850425356672	7324	2.921	12	2	31.3785183171941	6390.367	32.656285	33.697	7324	Human papillomavirus type 23, complete genome	37955	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 23	Human papillomavirus 23	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2256	PEG3_HybCap	U31782.1	2053	76	27.55	1.02	56	1736190	0	0	56	0.0032254534353959	7452	2.709	10	2	15.2833129274403	6399.115	23.241286	24.015	7452	Human papillomavirus type 24, complete genome	37956	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	human papillomavirus 24	human papillomavirus 24	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2257	PEG3_HybCap	U31785.1	1750	0	22.66	0	28	1736190	1	3.57	27	0.00161272671769795	7722	1.558	3	1	7.37446567827541	6696.032	8.323816	9	7722	Human papillomavirus type 36, complete genome	37957	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	human papillomavirus 36	human papillomavirus 36	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2258	PEG3_HybCap	U31786.1	1941	64	26.16	0.86	46	1736190	1	2.17	45	0.00264947960764663	7421	2.307	11	2	12.6065927893409	6448.973	13.444373	14	7421	Human papillomavirus type 37, complete genome	37958	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 37	Human papillomavirus 37	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2259	PEG3_HybCap	U31787.1	1437	0	19.42	0	35	1736190	0	0	35	0.00201590839712243	7400	2.39	9	2	9.61919323777748	6247.838	8.921051	9	7400	Human papillomavirus type 38, complete genome	37959	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 38	Human papillomavirus 38	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2260	PEG3_HybCap	U31790.1	3355	44	46.7	0.61	85	1736190	0	0	85	0.00489577753586877	7184	2.533	11	2	24.0632856608417	5644.311	21.965016	20.019	7184	Human papillomavirus type 50, complete genome	40539	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 3	Human papillomavirus type 50	Human papillomavirus type 50	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2261	PEG3_HybCap	U31792.1	1349	0	18.45	0	25	1736190	0	0	25	0.00143993456937317	7313	1.872	6	1	6.95259224859383	5784.303	9.635825	9	7313	Human papillomavirus type 60, complete genome	40540	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 4	Human papillomavirus type 60	Human papillomavirus type 60	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2262	PEG3_HybCap	V01108.1	5037	5024	97.75	97.5	15980	1736190	0	0	15980	0.920406176743329	5153	314.257	1084	290	6306.94374291627	4342.68	6306.179769	4422.081	5153	Human BK virus (strain Dunlop) genome. (Closely related to SV40.)	1891762	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus hominis	unclassified Betapolyomavirus hominis subspecies/strain	unclassified Betapolyomavirus hominis strain	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2263	PEG3_HybCap	X01457.1	3282	2190	63.41	42.31	437	1736190	1	0.23	436	0.025170056272643	5176	13.056	33	13	171.707590485344	4784.644	141.236016	109.118	5176	Parvovirus h-1, complete genome	10799	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Rodent protoparvovirus 1	H-1 parvovirus	H-1 parvovirus	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2264	PEG3_HybCap	X70827.1	5238	370	71.24	5.03	211	1736190	0	0	211	0.0121530477655095	7353	4.034	20	3	58.3606625923948	6151.039	80.644108	80.098	7353	Human papillomavirus type 4 complete genome	10617	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 1	Human papillomavirus 4	Human papillomavirus 4	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2265	PEG3_HybCap	X70828.1	3144	19	42.79	0.26	91	1736190	0	0	91	0.00524136183251833	7348	2.869	12	2	25.1868913847086	6340.352	26.39665	27.025	7348	Human papillomavirus type 63 complete genome	28311	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Mupapillomavirus	Mupapillomavirus 2	Human papillomavirus type 63	Human papillomavirus type 63	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2266	PEG3_HybCap	X70829.1	5976	260	81.77	3.56	198	1736190	0	0	198	0.0114042817894355	7308	3.258	12	2	55.1022047540526	6310.803	52.080727	53.072	7308	Human papillomavirus type 65 complete genome	28312	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 1	Human papillomavirus 65	Human papillomavirus 65	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2267	PEG3_HybCap	X74464.1	1457	0	19.6	0	29	1736190	0	0	29	0.00167032410047287	7434	1.935	4	2	7.9337363804414	6512.437	5.706851	6.001	7434	Human papillomavirus type 9 genomic DNA	10621	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 9	Human papillomavirus 9	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2268	PEG3_HybCap	X74466.1	3123	0	40.7	0	67	1736190	0	0	67	0.00385902464592009	7673	2.121	6	2	17.7587310133495	6699.768	21.267557	23.008	7673	Human papillomavirus type 12 genomic DNA	10604	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	human papillomavirus 12	human papillomavirus 12	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2269	PEG3_HybCap	X74467.1	960	0	12.9	0	22	1736190	0	0	22	0.00126714242104839	7439	2.286	8	2	6.01465119778071	6574.983	0.941896	1	7439	Human papillomavirus type 14D genomic DNA	31546	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus type 14D	Human papillomavirus type 14D	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2270	PEG3_HybCap	X74468.1	1581	0	21.33	0	40	1736190	0	0	40	0.00230389531099707	7412	2.545	7	2	10.9755654860155	6291.474	8.859058	9	7412	Human papillomavirus type 15 genomic DNA	10606	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 15	Human papillomavirus 15	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2271	PEG3_HybCap	X74469.1	1259	0	16.95	0	27	1736190	0	0	27	0.00155512933492302	7427	2.161	6	2	7.39354405319564	6189.242	7.004192	7	7427	Human papillomavirus type 17 genomic DNA	10607	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 17	Human papillomavirus 17	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2272	PEG3_HybCap	X74470.1	2355	0	30.64	0	68	1736190	0	0	68	0.00391662202869502	7685	2.812	9	2	17.995642856212	6774.482	21.042047	23.018	7685	Human papillomavirus type 19 genomic DNA	10608	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus 19	Human papillomavirus 19	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2273	PEG3_HybCap	X74473.1	883	0	11.29	0	21	1736190	0	0	21	0.00120954503827346	7823	2.36	6	2	5.45944241029426	7348.542	3.371609	4.001	7823	Human papillomavirus type 27 genomic DNA	333752	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 4	human papillomavirus 27	human papillomavirus 27	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2274	PEG3_HybCap	X74480.1	3041	19	40.22	0.25	81	1736190	0	0	81	0.00466538800476906	7560	2.645	10	2	21.7904173345572	6519.347	19.962355	21.014	7560	Human papillomavirus type 49 genomic DNA	10616	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 3	Human papillomavirus type 49	Human papillomavirus type 49	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2275	PEG3_HybCap	X76931.1	4585	1445	80.88	25.49	561	1736190	0	0	561	0.0323121317367339	5669	12.032	128	6	201.260584166063	5931.818	44.917936	43.024	5669	Cucurbit aphid-borne yellows virus genomic RNA	91753	Viruses	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	Polerovirus	Cucurbit aphid-borne yellows virus	unclassified Cucurbit aphid-borne yellows virus subspecies/strain	unclassified Cucurbit aphid-borne yellows virus strain	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2276	PEG3_HybCap	X86560.1	6080	3200	81.82	43.06	3437	1736190	1933	56.24	1504	0.197962204597423	7431	30.348	348	11	940.664155837457	7932.496	310.067869	397.163	7431	Sapporo virus-Manchester polyprotein and hypothetical proteins, genomic RNA	82659	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapporo virus-Manchester	Sapporo virus-Manchester	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2277	PEG3_HybCap	Y15174.1	2572	0	34.07	0	52	1736190	0	0	52	0.00299506390429619	7549	2.035	6	2	14.0092937868659	6327.5	15.664617	16.005	7549	Human papillomavirus type 76 E6, E7, E1, E2, E4, L2, and L1 genes	69985	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 3	human papillomavirus 76	human papillomavirus 76	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2278	PEG3_HybCap	Y15176.1	1361	0	18.33	0	30	1736190	3	10	27	0.0017279214832478	7427	1.975	4	2	8.21504894799516	6437.499	14.430174	15	7427	Human papillomavirus type 80 E6, E7, E1, E2, E4, L2, and L1 genes	69987	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 80	Human papillomavirus 80	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2279	PEG3_HybCap	Z25771.1	6522	5810	95.73	85.28	71592	1736190	5497	7.68	66095	4.12351182762255	6813	1035.072	5471	652	21371.1764855606	6274.872	15940.168762	16151.032	6813	Human astrovirus type 1 genes for capsid protein and nonstructural protein	12456	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 1	Human astrovirus 1	PEG3	WWDv_002	R3	R3	WWTP I	PEG
2280	PEG3_Klosterneuburg	AB010145.1	3790	1251	45.93	15.16	757	371172	250	33.03	507	0.203948573707068	8251	13.527	95	4	1870.21106758663	8969.358	1492.899594	437.364	8251	Aichi virus genomic RNA, complete genome	1313215	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Aichivirus A	Aichi virus 1	Aichi virus 1	PEG3	WWDv_003	R3	R3	WWTP II	PEG
